-0.8,94123,617.63
-0.8,94124,617.54
-0.9,94117,618.16
-1.0,94118,618.07
-1.1,94117,618.16
-1.3,94116,618.25
-1.4,94115,618.34
-1.4,94117,618.16
-1.5,94115,618.34
-1.5,94115,618.34
-1.6,94117,618.16
-1.6,94109,618.87
-1.6,94115,618.34
-1.7,94115,618.34
-1.7,94118,618.07
-1.9,94110,618.78
-2.0,94108,618.96
-2.1,94116,618.25
-2.2,94115,618.34
-2.3,94111,618.69
-2.3,94108,618.96
-2.2,94112,618.61
-2.3,94110,618.78
-2.2,94111,618.69
-2.3,94109,618.87
-2.3,94117,618.16
-2.4,94111,618.69
-2.3,94113,618.52
-2.3,94118,618.07
-2.4,94110,618.78
-2.4,94110,618.78
-2.4,94113,618.52
-2.4,94113,618.52
-2.5,94110,618.78
-2.5,94103,619.4
-2.5,94103,619.4
-2.5,94105,619.22
-2.5,94107,619.05
-2.5,94105,619.22
-2.5,94108,618.96
-2.5,94112,618.61
-2.5,94109,618.87
-2.5,94112,618.61
-2.5,94109,618.87
-2.6,94108,618.96
-2.6,94114,618.43
-2.5,94106,619.14
-2.5,94109,618.87
-2.5,94101,619.58
-2.5,94115,618.34
-2.5,94116,618.25
-2.6,94106,619.14
-2.6,94108,618.96
-2.6,94115,618.34
-2.6,94115,618.34
-2.7,94117,618.16
-2.7,94115,618.34
-2.8,94106,619.14
-2.8,94109,618.87
-2.8,94110,618.78
-2.8,94114,618.43
-2.8,94109,618.87
-2.8,94112,618.61
-2.9,94099,619.75
-2.9,94102,619.49
-2.9,94113,618.52
-2.9,94113,618.52
-3.0,94107,619.05
-3.0,94108,618.96
-3.0,94109,618.87
-3.0,94107,619.05
-3.0,94110,618.78
-3.0,94103,619.4
-3.0,94110,618.78
-3.0,94108,618.96
-3.0,94103,619.4
-3.1,94093,620.28
-3.0,94108,618.96
-3.0,94108,618.96
-3.1,94090,620.55
-3.0,94106,619.14
-3.0,94103,619.4
-3.0,94105,619.22
-2.9,94103,619.4
-2.7,94108,618.96
-2.7,94106,619.14
-2.6,94110,618.78
-2.5,94106,619.14
-2.5,94106,619.14
-2.4,94109,618.87
-2.3,94109,618.87
-1.0,94116,618.25
0.4,94129,617.1
1.8,94147,615.51
2.6,94134,616.66
3.5,94148,615.42
4.3,94151,615.16
5.4,94163,614.1
6.2,94160,614.36
7.3,94167,613.75
7.6,94187,611.98
8.2,94180,612.6
8.9,94176,612.95
9.4,94184,612.24
9.6,94185,612.16
10.0,94171,613.39
10.4,94148,615.42
10.7,94126,617.37
11.1,94099,619.75
11.4,94071,622.23
11.7,94051,624.0
12.0,94047,624.35
12.4,94052,623.91
13.2,94052,623.91
14.0,94056,623.56
14.7,94061,623.11
15.4,94068,622.49
15.8,94065,622.76
16.0,94073,622.05
16.2,94062,623.03
16.4,94072,622.14
16.8,94072,622.14
17.1,94060,623.2
17.5,94067,622.58
17.7,94067,622.58
17.9,94077,621.7
18.1,94071,622.23
18.3,94072,622.14
18.5,94073,622.05
18.7,94076,621.79
18.9,94074,621.96
19.0,94081,621.35
19.1,94084,621.08
19.3,94081,621.35
19.4,94078,621.61
19.5,94080,621.43
19.7,94081,621.35
19.8,94080,621.43
19.9,94087,620.81
20.1,94081,621.35
20.2,94080,621.43
20.2,94078,621.61
20.4,94081,621.35
20.5,94084,621.08
20.6,94080,621.43
20.7,94087,620.81
20.7,94082,621.26
20.8,94081,621.35
20.9,94087,620.81
21.0,94082,621.26
21.0,94079,621.52
21.1,94086,620.9
21.2,94082,621.26
21.3,94083,621.17
21.4,94084,621.08
21.4,94087,620.81
21.5,94087,620.81
21.6,94081,621.35
21.6,94089,620.64
21.7,94082,621.26
21.7,94085,620.99
21.8,94078,621.61
21.8,94077,621.7
21.9,94080,621.43
21.9,94082,621.26
22.0,94083,621.17
22.0,94083,621.17
22.1,94081,621.35
22.1,94087,620.81
22.2,94084,621.08
22.2,94083,621.17
22.3,94083,621.17
22.3,94082,621.26
22.3,94084,621.08
22.4,94085,620.99
22.4,94082,621.26
22.5,94085,620.99
22.5,94084,621.08
22.5,94081,621.35
22.6,94083,621.17
22.6,94085,620.99
22.6,94084,621.08
22.7,94080,621.43
22.7,94083,621.17
22.7,94080,621.43
22.8,94080,621.43
22.8,94082,621.26
22.8,94086,620.9
22.9,94089,620.64
22.9,94092,620.37
22.9,94082,621.26
22.9,94085,620.99
23.0,94083,621.17
23.0,94086,620.9
23.0,94087,620.81
23.0,94086,620.9
23.0,94079,621.52
23.1,94092,620.37
23.1,94083,621.17
23.1,94083,621.17
23.1,94083,621.17
23.2,94084,621.08
23.2,94089,620.64
23.2,94088,620.73
23.2,94081,621.35
23.2,94088,620.73
23.3,94084,621.08
23.3,94090,620.55
23.3,94084,621.08
23.3,94089,620.64
23.3,94090,620.55
23.3,94088,620.73
23.3,94086,620.9
23.3,94081,621.35
23.4,94095,620.11
23.4,94086,620.9
23.4,94091,620.46
23.4,94082,621.26
23.4,94082,621.26
23.4,94085,620.99
23.4,94088,620.73
23.4,94091,620.46
23.4,94082,621.26
23.5,94085,620.99
23.5,94088,620.73
23.5,94083,621.17
23.5,94087,620.81
23.5,94088,620.73
23.5,94082,621.26
23.5,94086,620.9
23.5,94081,621.35
23.5,94082,621.26
23.5,94079,621.52
23.6,94090,620.55
23.6,94090,620.55
23.6,94086,620.9
23.6,94089,620.64
23.6,94087,620.81
23.6,94087,620.81
23.6,94089,620.64
23.6,94086,620.9
23.6,94083,621.17
23.6,94092,620.37
23.6,94091,620.46
23.7,94090,620.55
23.6,94085,620.99
23.7,94093,620.28
23.7,94090,620.55
23.7,94091,620.46
23.7,94086,620.9
23.7,94092,620.37
23.7,94084,621.08
23.7,94092,620.37
23.7,94090,620.55
23.7,94083,621.17
23.7,94091,620.46
23.8,94091,620.46
23.8,94088,620.73
23.8,94087,620.81
23.8,94085,620.99
23.8,94084,621.08
23.8,94086,620.9
23.8,94086,620.9
23.8,94091,620.46
23.8,94089,620.64
23.8,94094,620.2
23.8,94090,620.55
23.8,94089,620.64
23.8,94090,620.55
23.8,94093,620.28
23.8,94092,620.37
23.8,94091,620.46
23.8,94094,620.2
23.8,94087,620.81
23.8,94087,620.81
23.8,94089,620.64
23.8,94091,620.46
23.8,94090,620.55
23.8,94090,620.55
23.8,94092,620.37
23.8,94091,620.46
23.9,94094,620.2
23.9,94092,620.37
23.9,94091,620.46
23.9,94089,620.64
23.9,94094,620.2
23.9,94094,620.2
23.9,94090,620.55
23.9,94094,620.2
23.9,94090,620.55
23.9,94093,620.28
23.9,94092,620.37
23.9,94092,620.37
23.9,94093,620.28
23.9,94091,620.46
23.9,94091,620.46
23.9,94096,620.02
23.9,94094,620.2
23.9,94096,620.02
23.9,94093,620.28
23.9,94087,620.81
23.9,94087,620.81
23.9,94084,621.08
23.9,94087,620.81
23.8,94087,620.81
23.8,94093,620.28
23.8,94090,620.55
23.8,94091,620.46
23.8,94097,619.93
23.8,94090,620.55
23.8,94093,620.28
23.8,94089,620.64
23.8,94089,620.64
23.8,94091,620.46
23.8,94093,620.28
23.8,94082,621.26
23.8,94092,620.37
23.8,94107,619.05
23.8,94084,621.08
23.8,94090,620.55
23.8,94092,620.37
23.8,94087,620.81
23.8,94095,620.11
23.8,94086,620.9
23.8,94085,620.99
23.8,94090,620.55
23.8,94099,619.75
23.8,94090,620.55
23.8,94084,621.08
